Messenger.g.en-US.resources:programme.baml,msg1:System.String.$Content,None,True,True,,"AssemblyProduct jest już uruchomiony.
Use -userid[id] command line option if you need to start two or more instances of the application.
Example: Messenger.exe -useriduser2"
Messenger.g.en-US.resources:programme.baml,c1:System.String.$Content,None,True,True,,OK
Messenger.g.en-US.resources:programme.baml,c2:System.String.$Content,None,True,True,,Zastosuj
Messenger.g.en-US.resources:programme.baml,c3:System.String.$Content,None,True,True,,Zaniechaj
Messenger.g.en-US.resources:programme.baml,c4:System.String.$Content,None,True,True,,O...
Messenger.g.en-US.resources:programme.baml,c5:System.String.$Content,None,True,True,,Strona Domowa
Messenger.g.en-US.resources:programme.baml,c6:System.String.$Content,None,True,True,,Wlaściwości
Messenger.g.en-US.resources:programme.baml,c7:System.String.$Content,None,True,True,,Info Zwrotne
Messenger.g.en-US.resources:programme.baml,c8:System.String.$Content,None,True,True,,Idź do URL
Messenger.g.en-US.resources:programme.baml,c9:System.String.$Content,None,True,True,,Idź do Email
Messenger.g.en-US.resources:programme.baml,c10:System.String.$Content,None,True,True,,Zaloguj
Messenger.g.en-US.resources:programme.baml,c11:System.String.$Content,None,True,True,,Zaloguj Jako
Messenger.g.en-US.resources:programme.baml,c12:System.String.$Content,None,True,True,,Wyloguj
Messenger.g.en-US.resources:programme.baml,c13:System.String.$Content,None,True,True,,Zamknij
Messenger.g.en-US.resources:programme.baml,c14:System.String.$Content,None,True,True,,Rozwiązywanie Problemów
Messenger.g.en-US.resources:programme.baml,c15:System.String.$Content,None,True,True,,Kreator Dostrajania
Messenger.g.en-US.resources:programme.baml,c16:System.String.$Content,None,True,True,,Resetuj Ustawienia Kreatora
Messenger.g.en-US.resources:programme.baml,c17:System.String.$Content,None,True,True,,Odśwież
Messenger.g.en-US.resources:programme.baml,c18:System.String.$Content,None,True,True,,Otworz Folder Zawartości
Messenger.g.en-US.resources:programme.baml,c19:System.String.$Content,None,True,True,,Wyświetl
Messenger.g.en-US.resources:programme.baml,c20:System.String.$Content,None,True,True,,Połącz
Messenger.g.en-US.resources:programme.baml,c21:System.String.$Content,None,True,True,,Rozłącz
Messenger.g.en-US.resources:programme.baml,c22:System.String.$Content,None,True,True,,Akceptuj
Messenger.g.en-US.resources:programme.baml,c23:System.String.$Content,None,True,True,,Odrzuć
Messenger.g.en-US.resources:programme.baml,c24:System.String.$Content,None,True,True,,Klawiatura Wybierania
Messenger.g.en-US.resources:programme.baml,c25:System.String.$Content,None,True,True,,Szczególy Sesji
Messenger.g.en-US.resources:programme.baml,c26:System.String.$Content,None,True,True,,Połączenia Przychodzące
Messenger.g.en-US.resources:programme.baml,c27:System.String.$Content,None,True,True,,Lokalne Video
Messenger.g.en-US.resources:programme.baml,c28:System.String.$Content,None,True,True,,Kopiuj Wszystko
Messenger.g.en-US.resources:programme.baml,c29:System.String.$Content,None,True,True,,Połącz Ponownie
Messenger.g.en-US.resources:programme.baml,c30:System.String.$Content,None,True,True,,Usuń
Messenger.g.en-US.resources:programme.baml,c31:System.String.$Content,None,True,True,,Usuń Wszystko
Messenger.g.en-US.resources:programme.baml,c32:System.String.$Content,None,True,True,,Dodaj Kontakt
Messenger.g.en-US.resources:programme.baml,c33:System.String.$Content,None,True,True,,Usuń Kontakt
Messenger.g.en-US.resources:programme.baml,c34:System.String.$Content,None,True,True,,Znajdź Kontakt
Messenger.g.en-US.resources:programme.baml,c35:System.String.$Content,None,True,True,,Nowa Grupa
Messenger.g.en-US.resources:programme.baml,c36:System.String.$Content,None,True,True,,Wyślij Wiadomość
Messenger.g.en-US.resources:programme.baml,c37:System.String.$Content,None,True,True,,Wyślij Plik
Messenger.g.en-US.resources:programme.baml,c38:System.String.$Content,None,True,True,,Rozpocznij Połączenie Audio
Messenger.g.en-US.resources:programme.baml,c39:System.String.$Content,None,True,True,,Rozpocznij Połączenie Video
Messenger.g.en-US.resources:programme.baml,c40:System.String.$Content,None,True,True,,Zawsze Widoczne
Messenger.g.en-US.resources:programme.baml,c41:System.String.$Content,None,True,True,,Kontakty Rozłączone
Messenger.g.en-US.resources:programme.baml,c42:System.String.$Content,None,True,True,,Grupy
Messenger.g.en-US.resources:programme.baml,c44:System.String.$Content,None,True,True,,Właściwości Użytkownika
Messenger.g.en-US.resources:programme.baml,c45:System.String.$Content,None,True,True,,Zaniechaj
Messenger.g.en-US.resources:contacts.baml,mm1:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,Messenger
Messenger.g.en-US.resources:contacts.baml,mm2:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,Wyświetl
Messenger.g.en-US.resources:contacts.baml,mm3:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,Kontakty
Messenger.g.en-US.resources:contacts.baml,mm4:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,Pomoc
Messenger.g.en-US.resources:contacts.baml,cm1:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,Grupa
Messenger.g.en-US.resources:contacts.baml,cm2:System.Windows.Controls.HeaderedItemsControl.Header,Menu,True,True,,Nowa Grupa
